donor,recipient,amount
Sweden,South Africa,781549
Australia,India,781061
Luxembourg,India,780941
Japan,Brazil,780861
Spain,Brazil,780754
Netherlands,South Africa,780639
United States,Colombia,780639
Belgium,Thailand,780618
Norway,India,780452
Australia,India,780420
Japan,Colombia,780267
Netherlands,Colombia,780212
United Kingdom,India,780191
Spain,Brazil,780182
Japan,Thailand,780178
United Kingdom,India,780170
Germany,Colombia,780144
Finland,Colombia,780074
Belgium,India,780074
United States,South Africa,780065
United Kingdom,South Africa,780034
Germany,Brazil,779988
Norway,Brazil,779881
New Zealand,Chile,779861
United Kingdom,South Africa,779651
Sweden,Thailand,779648
Belgium,Brazil,779444
Spain,South Africa,779414
Denmark,India,779258
Netherlands,South Africa,779226
Spain,Chile,779221
Netherlands,Colombia,779148
Switzerland,India,779148
Luxembourg,Chile,779123
Spain,Chile,779042
Ireland,India,779018
Belgium,Colombia,778643
Spain,Brazil,778643
United States,India,778640
Spain,Chile,778599
Netherlands,South Africa,778415
United States,Brazil,778374
Sweden,India,778325
Spain,Brazil,778320
Belgium,Chile,778290
United States,Brazil,778264
Finland,India,778180
Germany,India,778082
United States,Chile,778045
Germany,Colombia,777990
Germany,Colombia,777964
Japan,India,777961
Belgium,South Africa,777636
Spain,Chile,777317
Switzerland,India,777206
Spain,Colombia,777169
Ireland,Colombia,777056
Germany,Thailand,776918
Belgium,Brazil,776737
Germany,South Africa,776670
United States,India,776670
Sweden,Colombia,776634
Norway,South Africa,776584
Germany,India,776528
Belgium,Colombia,776363
Germany,India,776224
Australia,Thailand,776224
United States,Colombia,776224
Canada,India,776222
Belgium,Chile,776128
Italy,Brazil,775905
Belgium,Chile,775794
Sweden,South Africa,775683
United Kingdom,South Africa,775596
Finland,India,775596
Spain,India,775581
France,Brazil,775522
Norway,South Africa,775477
Germany,India,775409
Germany,Thailand,775409
Belgium,Brazil,775341
United States,India,775325
United States,Colombia,775285
Germany,Brazil,775272
Ireland,South Africa,775159
Germany,South Africa,775138
United States,Thailand,775126
Japan,South Africa,774981
United States,India,774960
Germany,Brazil,774889
United Kingdom,India,774852
Spain,Chile,774825
Spain,Brazil,774674
Italy,Colombia,774648
Japan,Brazil,774526
Belgium,Brazil,774397
Belgium,South Africa,774287
Belgium,Thailand,774163
Belgium,India,774120
United States,Brazil,774052
Japan,Brazil,774028
Australia,South Africa,773766
Spain,Chile,773764
Italy,Brazil,773761
Germany,South Africa,773643
France,Brazil,773619
Germany,India,773575
Spain,India,773549
Spain,Colombia,773444
Sweden,South Africa,773349
Germany,Brazil,773278
Denmark,South Africa,773171
Spain,India,773144
Belgium,Brazil,773015
Norway,Brazil,773009
Germany,South Africa,772914
Australia,India,772914
Germany,Colombia,772839
Spain,Brazil,772819
Canada,India,772796
Ireland,South Africa,772789
Italy,Brazil,772718
Canada,Colombia,772343
Belgium,South Africa,772157
Italy,Colombia,772103
Norway,Colombia,771900
Japan,Brazil,771898
Spain,Colombia,771898
France,Slovenia,771844
Spain,Colombia,771844
Austria,Brazil,771807
Spain,Colombia,771616
France,Colombia,771481
Ireland,India,771477
Sweden,South Africa,771297
Canada,Brazil,771284
Belgium,South Africa,771199
Sweden,South Africa,771185
Germany,India,770869
Germany,India,770798
United Kingdom,India,770632
Norway,India,770610
Denmark,South Africa,770407
Ireland,South Africa,770365
Australia,South Africa,770360
France,Colombia,770072
Spain,Colombia,769992
France,South Africa,769846
Spain,South Africa,769832
Switzerland,Colombia,769640
Spain,Colombia,769584
Germany,India,769301
Switzerland,Thailand,769300
Canada,Colombia,769252
United Kingdom,Colombia,769081
Spain,Slovenia,768990
Canada,Colombia,768890
France,Thailand,768776
Canada,South Africa,768711
Denmark,India,768672
France,Chile,768672
Japan,Colombia,768672
United States,Thailand,768628
Spain,Brazil,768137
Luxembourg,India,768102
Spain,India,767739
Canada,Brazil,767664
Spain,Brazil,767538
Spain,Colombia,767481
Canada,Colombia,767404
United Kingdom,South Africa,766908
Japan,Colombia,766779
United States,India,766704
Belgium,India,766687
Spain,Colombia,766686
Norway,South Africa,766646
Norway,India,766620
Finland,India,766508
Ireland,South Africa,766470
Japan,Thailand,766442
Sweden,South Africa,766437
Belgium,Brazil,766325
France,Thailand,766313
Denmark,South Africa,766274
Japan,Thailand,766243
Spain,Colombia,766234
Japan,Colombia,766212
Belgium,South Africa,766207
Japan,Thailand,766071
Belgium,Brazil,766044
United States,Brazil,765988
Australia,Thailand,765988
France,Slovenia,765981
Netherlands,Brazil,765952
France,India,765908
United Kingdom,India,765829
United Kingdom,India,765685
Ireland,India,765634
United Kingdom,India,765634
Japan,Brazil,765506
Denmark,Thailand,765332
New Zealand,South Africa,765332
Norway,South Africa,765258
United States,Brazil,765224
France,Korea,765083
United Kingdom,India,765033
Spain,Brazil,765004
Canada,South Africa,764739
France,Korea,764662
Australia,Thailand,764611
United States,India,764597
Canada,Chile,764545
Germany,Colombia,764539
Spain,Chile,764335
New Zealand,South Africa,764247
Sweden,India,764189
Spain,Colombia,764099
Netherlands,Thailand,764086
United States,India,764036
France,South Africa,764016
Belgium,Chile,763993
Netherlands,India,763967
Norway,Brazil,763819
France,Chile,763755
Finland,India,763703
Spain,Chile,763634
Sweden,South Africa,763587
Spain,Colombia,763141
United States,Chile,762901
United States,Thailand,762874
France,Chile,762453
United Kingdom,Brazil,762391
Netherlands,Brazil,762267
Switzerland,India,762261
Switzerland,South Africa,762252
Japan,Brazil,762102
Belgium,India,762063
Austria,Slovenia,761970
Spain,Colombia,761928
Luxembourg,Brazil,761866
Japan,Brazil,761866
Australia,Thailand,761821
Japan,South Africa,761432
Sweden,Thailand,761340
Canada,India,761301
United States,Thailand,761273
Portugal,Chile,761175
Norway,India,760822
United States,South Africa,760773
France,South Africa,760732
Germany,Chile,760636
Japan,India,760584
Germany,India,760105
Greece,Chile,760081
Japan,Chile,760051
Australia,Thailand,760046
Spain,Colombia,760035
United Kingdom,South Africa,760017
Australia,Thailand,759981
Spain,Colombia,759942
Japan,Brazil,759569
Finland,India,759503
Germany,Chile,759438
Belgium,South Africa,759325
Sweden,South Africa,759317
Australia,Thailand,759259
Finland,India,759254
Spain,Colombia,759206
Canada,Thailand,759188
Japan,Thailand,759126
Spain,Colombia,759049
Spain,India,758999
Australia,Thailand,758898
Canada,India,758876
Japan,India,758832
Switzerland,India,758790
Germany,Colombia,758682
Sweden,South Africa,758682
Canada,Colombia,758682
United Kingdom,Brazil,758617
Netherlands,India,758605
Canada,South Africa,758523
Japan,Brazil,758523
New Zealand,South Africa,758523
France,Colombia,758304
Australia,South Africa,758104
Spain,Colombia,758093
France,India,758026
France,India,758000
Belgium,India,757852
Norway,India,757852
Japan,Chile,757852
Belgium,Brazil,757852
Austria,Thailand,757786
Germany,Chile,757691
United States,India,757645
Canada,Brazil,757583
France,India,757578
Spain,Brazil,757549
Norway,Colombia,757395
Germany,India,757276
Australia,India,757276
United Kingdom,Colombia,757143
United States,South Africa,756982
Netherlands,South Africa,756969
Spain,Brazil,756941
United Kingdom,Thailand,756922
Ireland,South Africa,756898
Italy,Brazil,756894
Norway,India,756840
Germany,South Africa,756816
France,Brazil,756641
Belgium,Chile,756641
Belgium,South Africa,756629
Sweden,South Africa,756158
United States,South Africa,756148
Spain,Brazil,756102
Spain,Chile,755935
Italy,Brazil,755935
Norway,Brazil,755935
United States,Chile,755535
Spain,Brazil,755495
Netherlands,Thailand,755490
Austria,India,755386
Germany,Chile,755380
Spain,Colombia,755380
Belgium,Brazil,755380
Australia,India,755222
Belgium,Chile,755222
Luxembourg,Brazil,755218
Sweden,Brazil,755218
Japan,Thailand,754959
Norway,South Africa,754716
Spain,Chile,754678
Switzerland,South Africa,754621
Luxembourg,Colombia,754616
Switzerland,Colombia,754548
Norway,South Africa,754548
Spain,Chile,754414
Spain,Colombia,754317
Germany,Brazil,754291
Sweden,India,754278
Germany,India,754274
Germany,Brazil,754047
Luxembourg,India,754010
Italy,Chile,754008
Switzerland,Brazil,753949
Belgium,India,753949
Japan,Chile,753709
Italy,Chile,753694
Germany,India,753691
United States,Colombia,753650
Spain,Colombia,753597
Italy,Brazil,753559
Australia,South Africa,753415
Spain,Colombia,753165
Australia,Thailand,753028
New Zealand,Colombia,752953
Belgium,South Africa,752775
Finland,Brazil,752668
Australia,South Africa,752661
United States,India,752589
Norway,Brazil,752450
Belgium,Brazil,752289
Australia,Thailand,752241
Germany,India,752196
Switzerland,India,752103
Japan,India,752002
Ireland,South Africa,751962
Japan,Saudi Arabia,751940
Spain,India,751905
United Kingdom,India,751904
United States,Thailand,751626
Germany,India,751616
Switzerland,Chile,751453
Spain,Colombia,751175
Germany,Brazil,751148
Norway,Brazil,751148
France,India,751142
Germany,Brazil,751124
Australia,South Africa,751120
Italy,Brazil,751029
France,Chile,751027
United States,Colombia,751007
Belgium,South Africa,750834
United Kingdom,South Africa,750798
France,Saudi Arabia,750742
Netherlands,South Africa,750654
United Kingdom,Brazil,750566
United States,Chile,750566
Spain,Thailand,750523
Canada,South Africa,750357
Netherlands,South Africa,750295
Germany,South Africa,750185
France,South Africa,750151
Spain,Brazil,750138
United States,India,750051
Spain,Colombia,750031
Norway,Chile,750000
Australia,South Africa,750000
Spain,Brazil,749907
Norway,India,749820
Japan,Thailand,749819
United States,India,749819
Spain,Colombia,749819
Canada,Brazil,749793
Japan,Thailand,749793
Belgium,South Africa,749793
Spain,India,749793
Belgium,South Africa,749793
Canada,South Africa,749793
Germany,Brazil,749793
Australia,India,749793
United States,India,749667
Norway,Colombia,749635
Germany,Chile,749608
Switzerland,India,749492
United States,Brazil,749362
Italy,Brazil,749234
Germany,Brazil,749157
Norway,South Africa,749116
Germany,South Africa,749000
Spain,Brazil,749000
United States,Colombia,748958
Belgium,Colombia,748874
Spain,Colombia,748793
Ireland,Brazil,748748
Australia,Thailand,748538
United States,Brazil,748369
Spain,Colombia,748351
Norway,Thailand,748351
Japan,Brazil,748324
France,India,748293
Germany,Brazil,748281
Finland,India,748274
Australia,India,748211
Spain,Colombia,748155
Spain,Colombia,748087
Netherlands,India,748066
Belgium,South Africa,747955
Ireland,South Africa,747907
Japan,Brazil,747856
Germany,India,747751
Norway,South Africa,747751
Norway,Brazil,747751
Norway,South Africa,747751
Japan,Saudi Arabia,747751
Italy,Chile,747751
Germany,India,747714
Australia,Thailand,747603
Netherlands,Colombia,747603
Spain,Colombia,747485
United States,South Africa,747453
Spain,Brazil,747453
New Zealand,Thailand,747445
Australia,India,747424
Germany,Saudi Arabia,747407
Belgium,South Africa,747366
Austria,South Africa,747358
Germany,Brazil,747236
Australia,Thailand,747118
Belgium,Brazil,747079
Spain,Colombia,746998
Belgium,India,746956
Ireland,Chile,746925
Switzerland,India,746922
Japan,Thailand,746845
Italy,Chile,746528
Norway,Colombia,746446
Netherlands,South Africa,746372
United States,Brazil,746168
United States,India,745995
Norway,South Africa,745968
Norway,South Africa,745960
Ireland,India,745955
France,Colombia,745768
Germany,Chile,745708
Spain,Colombia,745708
Germany,India,745590
France,Korea,745573
Japan,India,745549
Japan,Brazil,745413
Spain,Colombia,745294
Japan,Chile,745294
Spain,Brazil,745248
Germany,Chile,745219
Japan,South Africa,745188
Spain,Brazil,745061
United Kingdom,South Africa,745002
Japan,Brazil,744906
Spain,Chile,744774
Spain,Colombia,744769
France,Thailand,744769
Spain,Thailand,744748
Japan,Chile,744722
Italy,Colombia,744438
Japan,India,744264
Spain,Colombia,744105
Norway,India,743944
Belgium,Thailand,743702
Italy,Brazil,743632
Germany,India,743617
Sweden,South Africa,743591
Germany,Brazil,743556
France,Saudi Arabia,743540
Norway,Thailand,743429
United States,South Africa,743423
Germany,India,743304
Germany,Brazil,743291
France,Brazil,743234
Switzerland,India,743149
Spain,Colombia,743037
Denmark,South Africa,742990
Spain,Colombia,742982
Belgium,Brazil,742939
Denmark,South Africa,742923
United States,Thailand,742923
United States,Brazil,742912
Italy,Brazil,742906
Germany,Brazil,742870
Belgium,South Africa,742865
Ireland,South Africa,742852
Netherlands,South Africa,742814
Denmark,South Africa,742734
Germany,India,742734
Germany,Brazil,742734
Germany,Colombia,742722
Germany,Brazil,742634
Luxembourg,Colombia,742563
Germany,Chile,742559
United States,Brazil,742469
Belgium,Chile,742443
Germany,Chile,742443
Italy,Colombia,742408
Netherlands,South Africa,742408
United Kingdom,India,742282
Germany,South Africa,742004
Japan,South Africa,741855
Austria,Slovenia,741738
United States,India,741725
Australia,India,741628
France,India,741598
Belgium,South Africa,741508
Spain,Chile,741480
Belgium,India,741457
Spain,Colombia,741425
United Kingdom,South Africa,741410
Germany,Colombia,741363
Portugal,South Africa,741342
Spain,Colombia,741264
Belgium,South Africa,741125
United States,India,741125
Switzerland,South Africa,741103
Japan,South Africa,741071
Spain,Chile,741049
Spain,Colombia,740939
Canada,India,740890
United Kingdom,India,740829
Spain,South Africa,740592
Spain,Brazil,740552
Austria,Brazil,740469
Ireland,Chile,740451
Belgium,South Africa,740219
Austria,South Africa,740044
Japan,Thailand,739996
Japan,Thailand,739932
Japan,Thailand,739820
Spain,Chile,739820
Canada,India,739820
Spain,Chile,739745
New Zealand,South Africa,739678
Japan,India,739589
Spain,Brazil,739466
Japan,Thailand,739446
Netherlands,South Africa,739441
France,Colombia,739413
Germany,Brazil,739295
France,South Africa,739280
Netherlands,Colombia,739049
Belgium,India,739036
Norway,South Africa,738666
